Title,Year,Duration,MostLiked,Description,Director,FullCast,GenreFull,AboutFull,Age
Russell Peters: Almost Famous,2016.0,73,0.0,"The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human.",['Dave Higby'],['Russell Peters'],"['Stand-Up Comedy,', 'Comedies']",['Irreverent'],16
Chris Tucker Live,2015.0,92,0.0,"Filmed in his hometown of Atlanta, Chris Tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time.",['Phil Joanou'],['Chris Tucker'],"['Stand-Up Comedy,', 'Comedies']","['Raunchy,', 'Irreverent']",13
Jerry Seinfeld: 23 Hours To Kill,2020.0,92,0.0,"Jerry Seinfeld takes the stage in New York and tackles talking vs. texting, bad buffets vs. so-called ""great"" restaurants and the magic of Pop Tarts.",['Joe DeMaio'],['Jerry Seinfeld'],"['Stand-Up Comedy,', 'Comedies']","['Witty,', 'Irreverent']",13
Wedding Unplanned,2017.0,94,0.0,"Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!",['Reem Kherici'],"['Reem Kherici,', 'Nicolas Duvauchelle,', 'Julia Piaton,', 'Sylvie Testud,', 'François-Xavier Demaison,', 'Chantal Lauby,', 'Lionnel Astier,', 'Ève Saint-Louis,', 'Victoria Monfort,', 'Amelie Fonlupt']","['Romantic Comedies,', 'French,', 'Comedies,', 'Romantic Movies']",['Romantic'],16
Meskina,2021.0,98,0.0,"Heartbroken, jobless and in her 30s, Leyla sets out to reinvent herself and search for happiness amid her family's attempts to recouple her.",['Daria Bukvić'],"['Maryam Hassouni,', 'Nasrdin Dchar,', 'Vincent Banić,', 'Soundos El Ahmadi,', 'Rachida Iaallala,', 'Najib Amhali,', 'Jouman Fattal,', 'Olaf Ait Tami,', 'Bilal Wahib']","['Dutch,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Heartfelt,', 'Feel-Good,', 'Romantic']",16
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,2019.0,98,0.0,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.,['Brian Klein'],['Jimmy Carr'],"['British,', 'Stand-Up Comedy,', 'Comedies']","['Raunchy,', 'Witty']",16
Bill Burr Presents: Friends Who Kill,2022.0,73,0.0,"In a night of killer comedy, Bill Burr hosts a showcase of his most raucous stand-up comic pals as they riff on everything from COVID to Michael Jackson.",['Ryan Polito'],"['Bill Burr,', 'Michelle Wolf,', 'Jimmy Carr,', 'Steph Tolev,', 'Jeff Ross,', 'Dave Attell,', 'Ian Edwards,', 'Jessica Kirson,', 'Josh Adam Meyers,', 'Ronny Chieng']","['Stand-Up Comedy,', 'Comedies']","['Raunchy,', 'Irreverent']",16
Paul Virzi: Nocturnal Admissions,2022.0,65,0.0,"Comedian Paul Virzi takes the stage to spill on awkward drugstore runs, his obsession with crime shows and why his wife sabotaged his fitness goals.",['Pete Davidson'],['Paul Virzi'],"['Stand-Up Comedy,', 'Comedies']","['Provocative,', 'Raunchy,', 'Irreverent']",16
Christmas Wedding Planner,2017.0,86,0.0,A wedding planner’s world is turned upside down when a handsome private investigator is hired to disrupt one of her biggest jobs.,['Justin G. Dyck'],"['Jocelyn Hudon,', 'Stephen Huszar,', 'Kelly Rutherford,', 'Rebecca Dalton,', 'Eric Hicks,', 'Joey Fatone,', 'Melinda Shankar,', 'Gabrielle Graham,', 'Samantha Helt']","['Canadian,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Charming,', 'Romantic']",7
Bo Burnham: Inside,2021.0,87,0.0,"A musical comedy special shot and performed by Bo Burnham, alone, over the course of a very unusual year.",['Bo Burnham'],['Bo Burnham'],"['Stand-Up Comedy,', 'Comedies']",['Offbeat'],16
The Taming of the Shrewd,2022.0,111,0.0,A scheming brother. A penniless nomad. A greedy CEO. They have one goal: convince the headstrong scientist to sell her land — but it won't be easy.,['Anna Wieczur'],"['Magdalena Lamparska,', 'Mikołaj Roznerski,', 'Piotr Cyrwus,', 'Tomasz Sapryk,', 'Dorota Stalińska,', 'Sławomir Zapała,', 'Dorota Landowska,', 'Elżbieta Trzaskoś,', 'Magdalena Schejbal,', 'Jan Kardasiński,', 'Piotr Polk,', 'Mariusz Wach,', 'Adam Małysz']","['Polish,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Quirky,', 'Romantic']",16
3 Idiots,2009.0,163,0.0,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.",['Rajkumar Hirani'],"['Aamir Khan,', 'Kareena Kapoor,', 'Madhavan,', 'Sharman Joshi,', 'Omi Vaidya,', 'Boman Irani,', 'Mona Singh,', 'Jaaved Jaaferi']","['Social Issue Dramas,', 'Movies Based on Books,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies']","['Sentimental,', 'Irreverent,', 'Emotional']",13
Trevor Noah: Son of Patricia,2018.0,63,0.0,"""Daily Show"" host Trevor Noah touches on tacos, runaway snakes, camping, racism immunity and lessons he learned from his mother in this comedy special.",['David Paul Meyer'],['Trevor Noah'],"['Stand-Up Comedy,', 'Comedies']",['Witty'],13
A Madea Family Funeral,2019.0,109,0.0,Madea heads to small-town Georgia for an anniversary party that soon turns into an elaborate funeral and leaves the whole family in comical shambles.,['Tyler Perry'],"['Tyler Perry,', 'Cassi Davis-Patton,', 'Patrice Lovely,', 'Ciera Payton,', 'KJ Smith,', 'Quin Walters,', 'Aeriél Miranda,', 'Jen Harper,', 'Courtney Burrell,', 'Rome Flynn,', 'David Otunga']",['Comedies'],"['Irreverent,', 'Goofy']",13
Bo Burnham: Make Happy,2016.0,109,0.0,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special.","['Bo Burnham,', 'Christopher Storer']",['Bo Burnham'],"['Stand-Up Comedy,', 'Comedies,', 'Music & Musicals']","['Offbeat,', 'Witty']",16
Tom Segura: Disgraceful,2018.0,71,0.0,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more.",['Jay Karas'],['Tom Segura'],"['Stand-Up Comedy,', 'Comedies']",['Witty'],16
The Half Of It,2020.0,105,0.0,"When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend — or fall for his crush.",['Alice Wu'],"['Leah Lewis,', 'Daniel Diemer,', 'Alexxis Lemire,', 'Wolfgang Novogratz,', 'Collin Chou,', 'Becky Ann Baker,', 'Enrique Murciano,', 'Macintyre Dixon,', 'Catherine Curtin']","['Romantic Comedies,', 'LGBTQ Movies,', 'Teen Movies,', 'Comedies,', 'Dramas']","['Charming,', 'Quirky,', 'Heartfelt']",13
So Much Love to Give,2020.0,108,0.0,Fernando is a family man — equally committed to each of his two families. But one wrong turn brings them crashing together.,['Marcos Carnevale'],"['Adrián Suar,', 'Soledad Villamil,', 'Gabriela Toscano,', 'Alan Sabbagh,', 'Darío Barassi,', 'Magela Zanotta,', 'Betiana Blum']","['Argentinian,', 'Comedies']",['Goofy'],13
Goon: Last of the Enforcers,2016.0,101,0.0,"Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain.",['Jay Baruchel'],"['Seann William Scott,', 'Alison Pill,', 'Liev Schreiber,', 'Marc-André Grondin,', 'Wyatt Russell,', 'Elisha Cuthbert,', 'Callum Keith Rennie,', 'Jason Jones,', 'Kim Coates,', 'T.J. Miller']","['Canadian,', 'Movies Based on Books,', 'Comedies,', 'Sports Movies']","['Raunchy,', 'Irreverent']",16
40 Years Young,2022.0,81,0.0,"After learning a bitter truth, a chef joins his best friend and restaurant partner in a culinary competition in Cancún to reignite his zest for life.",['Pietro Loprieno'],"['Erick Elías,', 'Adal Ramones,', 'Gaby Espino,', 'Ximena Gonzalez-Rubio,', 'Sonia Couoh,', 'Antonio Fortier,', 'Ricardo Zertuche,', 'Anabel Ferreira,', 'Silvia Mariscal']","['Mexican,', 'Comedies,', 'Dramas']","['Inspiring,', 'Heartfelt,', 'Feel-Good']",16
Servant of the people,2017.0,96,0.0,The President teams up with the former Prime Minister to stabilize the economy and stop the greedy oligarchs maneuvering from behind the curtain.,['Aleksey Kiryushchenko'],"['Volodymyr Zelenskyy,', 'Stanislav Boklan,', 'Eugen Koshevoy,', 'Dmitriy Lalenkov,', 'Vladimir Goryanskiy,', 'Olha Zhukovtsova-Kyiashko,', 'Georgiy Povolotskiy,', 'Yuriy Grebelnik,', 'Sergey Kalantay,', 'Andrey Danilko']","['Ukrainian,', 'Social Issue Dramas,', 'Comedies,', 'Dramas']",['Irreverent'],13
Taylor Tomlinson: Look At You,2022.0,96,0.0,"Breakups. Therapy. Bangs. Taylor's gone through some stuff since her quarter-life crisis, and she spins her mental health journey into insightful comedy.",['Kristian Mercado'],['Taylor Tomlinson'],"['Stand-Up Comedy,', 'Comedies']","['Witty,', 'Irreverent']",16
My Bride,2021.0,93,0.0,"After her arranged marriage falls through, a young woman crosses paths with a free-spirited party planner and sparks fly but he must now earn her trust.",['Mohamed Bakir'],"['Ahmed Hatem,', 'Jamila Awad,', 'Mahmoud El-Bezzawy,', 'Sabrien,', 'Zeinab Ghareeb,', 'Marwan Younis,', 'Nada Akram,', 'Asmaa Galal,', 'Hind Abdul Halim,', 'Fatin Wasel,', 'Pasant Elnbrawi,', 'Sherief El Desouky']","['Egyptian,', 'Romantic Comedies,', 'Middle Eastern Movies,', 'Comedies,', 'Romantic Movies']","['Charming,', 'Witty,', 'Goofy']",13
Potato Potahto,2017.0,104,0.0,A divorced couple decides to continue sharing a home but their already-delicate cohabiting scheme unravels when they begin dating other people.,['Shirley Frimpong-Manso'],"['OC Ukeje,', 'Joselyn Dumas,', 'Joke Silva,', 'Blossom Chukwujekwu,', 'Kemi Lala Akindoju,', 'Chris Attoh,', 'Nikki Samonas,', 'Adjetey Anang,', 'Victoria Micheals']","['Romantic Comedies,', 'African Movies,', 'Comedies,', 'Dramas,', 'Romantic Movies']","['Emotional,', 'Romantic']",13
"I love you, stupid",2019.0,87,0.0,"After Marcos is dumped by his girlfriend, he attempts to reinvent himself as a modern man with the help of a childhood friend and an online guru.",['Laura Mañá'],"['Quim Gutiérrez,', 'Natalia Tena,', 'Alfonso Bassave,', 'Alba Ribas,', 'Patricia Vico,', 'Ernesto Alterio']","['Romantic Comedies,', 'Spanish,', 'Comedies,', 'Romantic Movies']","['Witty,', 'Romantic']",16
Sebastian Maniscalco: Why Would You Do That?,2016.0,63,0.0,"Sebastian Maniscalco delivers an expressive stand-up at the legendary Beacon Theatre on Whole Foods, family nicknames and dodging obnoxious neighbors.",['Joe DeMaio'],['Sebastian Maniscalco'],"['Stand-Up Comedy,', 'Comedies']",['Irreverent'],13
Nikki Glaser: Bangin’,2019.0,63,0.0,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.",['Nicholaus Goossen'],['Nikki Glaser'],"['Stand-Up Comedy,', 'Comedies']",['Raunchy'],16
In Family I Trust,2018.0,97,0.0,"After her partner cheats on her, an architect returns to her hometown to reassess her life with the help of her eccentric family. Based on the novel.",['Patricia Font'],"['Clara Lago,', 'Álex García,', 'Carmen Maura,', 'Alexandra Jiménez,', 'Paula Mália,', 'Fernando Guallar,', 'Carlos Cuevas']","['Spanish,', 'Movies Based on Books,', 'Comedies,', 'Dramas']","['Feel-Good,', 'Emotional']",16
The Bubble,2022.0,126,0.0,Sneaking out. Hooking up. Melting down. The cast and crew of a blockbuster action franchise attempt to shoot a sequel while quarantining at a posh hotel.,['Judd Apatow'],"['Karen Gillan,', 'Iris Apatow,', 'Fred Armisen,', 'Maria Bakalova,', 'Vir Das,', 'David Duchovny,', 'Samson Kayo,', 'Keegan-Michael Key,', 'Guz Khan,', 'Leslie Mann,', 'Kate McKinnon,', 'Pedro Pascal,', 'Peter Serafinowicz,', 'Harry Trevaldwyn,', 'Danielle Vitalis,', 'Rob Delaney,', 'Raphael Acloque,', 'Chris Witaske,', 'Galen Hopper,', 'Ross Lee']",['Comedies'],"['Witty,', 'Irreverent']",16
Our Lovers,2016.0,91,0.0,"A love-challenged man and a woman he meets at a bookshop bar begin dating, but only at the shop -- and without knowing anything about each other.",['Miguel Ángel Lamata'],"['Eduardo Noriega,', 'Michelle Jenner,', 'Fele Martínez,', 'Amaia Salamanca']","['Romantic Comedies,', 'Spanish,', 'Comedies,', 'Dramas,', 'Romantic Movies']","['Witty,', 'Quirky,', 'Romantic']",16
Just Say Yes,2021.0,97,0.0,Incurable romantic Lotte finds her life upended when her plans for a picture-perfect wedding unravel — just as her self-absorbed sister gets engaged.,"['Appie Boudellah,', 'Aram van de Rest']","['Yolanthe Cabau,', 'Jim Bakkum,', 'Noortje Herlaar,', 'Juvat Westendorp,', 'Kim-Lian van der Meij,', 'Nienke Plas,', 'Edwin Jonker,', 'Pip Pellens,', 'Huub Smit,', 'Tino Martin,', 'Dave Roelvink,', 'Josylvio,', 'Lisa Michels,', 'Nina Warink,', 'Patricia Paay,', 'Winston Post,', 'Nicky Romero,', 'Nick Golterman']","['Dutch,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']",['Romantic'],16
Love and Leashes,2022.0,118,0.0,Seohyun (“Private Lives”) and fellow K-pop-idol-turned-actor Lee Jun-young (“D.P.“) star as co-workers who enter a curious contractual relationship.,['Park Hyun-jin'],"['Seohyun,', 'Lee Jun-young,', 'EL,', 'Seo Hyun-woo,', 'Kim Han-na,', 'An Seoung-kyun,', 'Lee Suk-hyeong,', 'Kim Bo-ra']","['Korean,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Witty,', 'Intimate,', 'Romantic']",16
Katt Williams: World War III,2022.0,118,0.0,"Katt Williams riffs on truth, lies, chicken wing shortages and the war on drugs in this electrifying stand-up special filmed in Las Vegas.",['Katt Williams'],['Katt Williams'],"['Stand-Up Comedy,', 'Comedies']","['Raunchy,', 'Irreverent']",16
Thi Mai,2017.0,99,0.0,"Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt.",['Patricia Ferreira'],"['Carmen Machi,', 'Adriana Ozores,', 'Aitana Sánchez-Gijón,', 'Dani Rovira,', 'Eric Nguyen,', 'Pedro Casablanc,', 'José Troncoso,', 'José Burgos,', 'Ana López,', 'Pedro Miguel Martínez,', 'Nguyen Ngan Ha']","['Spanish,', 'Comedies']",['Quirky'],13
A Romantic Comedy,2010.0,110,0.0,"Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures.",['Ketche'],"['Sedef Avcı,', 'Cemal Hünal,', 'Begüm Kütük,', 'Engin Altan Düzyatan,', 'Sinem Kobal,', 'Gürgen Öz,', 'Burcu Kara,', 'Kubilay Penbeklioğlu']","['Turkish,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']",['Romantic'],13
Metal Lords,2022.0,98,0.0,"For teenage misfits Hunter and Kevin, the path to glory is clear: Devote themselves to metal. Win Battle of the Bands. And be worshipped like gods.",['Peter Sollett'],"['Jaeden Martell,', 'Isis Hainsworth,', 'Adrian Greensmith,', 'Sufe Bradshaw,', 'Noah Urrea,', 'Analesa Fisher,', 'Michelle Fang,', 'Phelan Davis,', 'Brett Gelman,', 'Joe Manganiello']","['Teen Movies,', 'Comedies']","['Witty,', 'Irreverent,', 'Feel-Good']",16
Chris Rock Total Blackout: The Tamborine Extended Cut,2021.0,97,0.0,"In this extended cut of his 2018 special, Chris Rock takes the stage for a special filled with searing observations on fatherhood, infidelity and politics.",['Chris Rock'],['Chris Rock'],"['Stand-Up Comedy,', 'Comedies']","['Witty,', 'Irreverent']",18
Ready to Mingle,2019.0,97,0.0,"After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband.",['Luis Javier Henaine'],"['Cassandra Ciangherotti,', 'Gabriela de la Garza,', 'Irán Castillo,', 'Sophie Alexander-Katz,', 'Flor Eduarda Gurrola,', 'Mariana Cabrera,', 'Juan Pablo Medina,', 'Pablo Cruz Guerrero,', 'Diana Bovio,', 'Andrés Almeida']","['Mexican,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Intimate,', 'Romantic']",16
Happy Anniversary,2018.0,78,0.0,A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.,['Jared Stern'],"['Noël Wells,', 'Ben Schwartz,', 'Joe Pantoliano,', 'Annie Potts,', 'Rahul Kohli,', 'Kristin Bauer van Straten,', 'David Walton,', 'Leonardo Nam,', 'Kate Berlant']","['Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Sentimental,', 'Offbeat,', 'Romantic']",16
Yucatán,2018.0,130,0.0,Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.,['Daniel Monzón'],"['Luis Tosar,', 'Rodrigo de la Serna,', 'Joan Pera,', 'Stephanie Cayo,', 'Gloria Muñoz,', 'Adrián Núñez,', 'Alicia Fernández,', 'Jorge Asín,', 'Agustín Jiménez,', 'Lupe Cartié Roda,', 'Txell Aixendri,', 'Xavi Lite,', 'Alejandro Vera,', 'João Lagarto']","['Spanish,', 'Comedies']","['Witty,', 'Irreverent']",16
Nacho Libre,2006.0,92,0.0,"When Ignacio learns of an orphanage's financial woes, he pitches in to help — by disguising himself and joining the professional wrestling circuit.",['Jared Hess'],"['Jack Black,', 'Ana de la Reguera,', 'Héctor Jiménez,', 'Darius Rose,', 'Moisés Arias,', 'Diego Eduardo Gomez,', 'Carlos Maycotte,', 'Richard J Montoya,', 'Cesar Gonzalez,', 'Rafael Montalvo']","['Comedies,', 'Sports Movies']","['Offbeat,', 'Goofy']",13
Lulli,2021.0,90,0.0,A brilliant but self-centered medical student seems incapable of listening to others — until an accident gives her the ability to hear people's thoughts.,['César Rodrigues'],"['Larissa Manoela,', 'Vinícius Redd,', 'Amanda de Godoi,', 'Sérgio Malheiros,', 'Yara Charry,', 'Nicolas Ahnert,', 'Paula Possani,', 'Gabriel Contente,', 'Ana Mangueth,', 'Carlos Artur Thiré,', 'Guilherme Fontes,', 'Luciana Braga,', 'Marcos Breda,', 'Thalita Rebouças']","['Brazilian,', 'Comedies']","['Heartfelt,', 'Feel-Good,', 'Emotional']",13
Jo Koy: Live from Seattle,2017.0,62,0.0,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you all about it.",['Shannon Hartman'],['Jo Koy'],"['Stand-Up Comedy,', 'Comedies']",['Irreverent'],16
Four to Dinner,2021.0,90,0.0,"In this rom-com challenging the concept of soulmates, parallel storylines portray four single friends as they pair up in different couple combinations.",['Alessio Maria Federici'],"['Ilenia Pastorelli,', 'Matilde Gioli,', 'Giuseppe Maggio,', 'Matteo Martari,', 'Marta Gastini,', 'Flavio Furno,', 'Nicola Lagioia']","['Italian,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Sentimental,', 'Heartfelt,', 'Romantic']",16
Amy Schumer Presents: Parental Advisory,2022.0,90,0.0,"Amy Schumer welcomes her favorite comedians to the stage in this special about family life, from the pressures of parenting to the joys of remarriage.",['Ryan Polito'],"['Amy Schumer,', 'Ron Funches,', 'Jaye McBride,', 'Christina Pazsitzky,', 'Rachel Feinstein,', 'Chris Distefano,', 'Lil Rel Howery']","['Stand-Up Comedy,', 'Comedies']","['Witty,', 'Irreverent']",16
Mama's Boy,2018.0,100,0.0,A man undergoes a heart transplant following a serious injury and begins to take on some of the donor's motherly characteristics.,['Amro Salah'],"['Hesham Maged,', 'Shikoo,', 'Mohammed Tharwat,', 'Mahmoud Ellisy,', 'Ahmed Sultan,', 'Noor Kadri']","['Egyptian,', 'Middle Eastern Movies,', 'Comedies']",['Absurd'],13
Out of my league,2020.0,91,0.0,"Tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love.",['Alice Filippi'],"['Ludovica Francesconi,', 'Giuseppe Maggio,', 'Gaja Masciale,', 'Jozef Gjura,', 'Eleonora Gaggero,', 'Franco Ravera,', 'Elisabetta Coraini,', 'Michele Franco,', 'Edoardo Rossi']","['Italian,', 'Romantic Comedies,', 'Movies Based on Books,', 'Comedies,', 'Romantic Movies']","['Offbeat,', 'Heartfelt,', 'Romantic']",16
Iliza Shlesinger: Elder Millennial,2018.0,72,0.0,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come.",['Steve Paley'],['Iliza Shlesinger'],"['Stand-Up Comedy,', 'Comedies']",['Irreverent'],16
Anthony Jeselnik: Thoughts and Prayers,2015.0,72,0.0,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,['Adam Dubin'],['Anthony Jeselnik'],"['Stand-Up Comedy,', 'Comedies']",['Irreverent'],16
Dirty Daddy: The Bob Saget Tribute,2022.0,83,0.0,"Bob Saget’s friends and family honor the late comedian during a night of laughter and music with Jim Carrey, Chris Rock, Jeff Ross, John Stamos and more.",['Mike Binder'],"['John Stamos,', 'Jeff Ross,', 'Chris Rock,', 'Jim Carrey,', 'John Mayer,', 'Darren Criss,', 'Kelly Rizzo-Saget,', 'Mike Binder,', 'Jackson Browne,', 'Seth Green,', 'Mike Young,', 'Michael Keaton,', 'Candace Cameron Bure,', 'Dave Coulier,', 'Dave Chappelle,', 'Tim Allen,', 'Paul Rodriguez,', 'Byron Allen,', 'Jon Lovitz']",['Comedies'],"['Raunchy,', 'Heartfelt,', 'Feel-Good']",16
A Man Wanted,2017.0,100,0.0,"Eager to fulfill her dream of motherhood before it's too late, a relationship-skeptic banker comes up with an unusual plan to become a single mother.",['Muhammad Ali'],"['Nelly Kariem,', 'Mohamed Mamdouh,', 'Lotfy Labib,', 'Laila Ezz El Arab,', 'Mohamed Hatem,', 'Donia Maher,', 'Layla Araby,', 'Bayoumi Fouad,', 'Mohamed Shahin,', 'Hanan Youssef']","['Egyptian,', 'Romantic Comedies,', 'Middle Eastern Movies,', 'Comedies,', 'Romantic Movies']","['Quirky,', 'Romantic']",13
Alex Strangelove,2018.0,99,0.0,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,['Craig Johnson'],"['Daniel Doheny,', 'Madeline Weinstein,', 'Antonio Marziale,', 'Daniel Zolghadri,', 'Annie Q.,', 'Nik Dodani,', 'Fred Hechinger,', 'Kathryn Erbe,', 'Isabella Amara,', 'Sophie Faulkenberry']","['Romantic Comedies,', 'LGBTQ Movies,', 'Teen Movies,', 'Comedies,', 'Dramas']","['Offbeat,', 'Witty,', 'Romantic']",16
"To Each, Her Own",2018.0,95,0.0,"Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef.",['Myriam Aziza'],"['Sarah Stern,', 'Jean-Christophe Folly,', 'Julia Piaton,', 'Arié Elmaleh,', 'Clémentine Poidatz,', 'Stéphane Debac,', 'Richard Berry,', 'Catherine Jacob']","['Romantic Comedies,', 'LGBTQ Movies,', 'French,', 'Comedies,', 'Romantic Movies']","['Quirky,', 'Heartfelt,', 'Feel-Good']",16
Take the 10,2017.0,80,0.0,Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives.,['Chester Tam'],"['Josh Peck,', 'Tony Revolori,', 'Kevin Corrigan,', 'Chester Tam,', 'Andy Samberg,', 'Stella Maeve,', 'Jordan Rock,', 'Carlos Alazraqui,', 'Fred Armisen']",['Comedies'],"['Offbeat,', 'Irreverent']",16
"Live Twice, Love Once",2020.0,101,0.0,"When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease, he and his family embark on a quest to reunite him with his childhood crush.",['Maria Ripoll'],"['Oscar Martínez,', 'Inma Cuesta,', 'Mafalda Carbonell,', 'Nacho López,', 'Isabel Requena,', 'Aina Clotet,', 'Antonio Valero,', 'María Zamora,', 'Hugo Balaguer,', 'Valeria Schoneveld']","['Spanish,', 'Comedies,', 'Dramas']",['Sentimental'],13
The Tribe,2018.0,90,0.0,"An executive-turned-viral sensation loses his reputation and his memory, but finds a new life with his biological mother and her empowered dance group.",['Fernando Colomo'],"['Paco León,', 'Carmen Machi,', 'Luis Bermejo,', 'Maribel del Pino,', 'Maite Sandoval,', 'Arlette Torres,', 'Marisol Aznar,', 'María José Sarrate,', 'Manuel Huedo,', 'Artur Busquets']","['Spanish,', 'Comedies']","['Feel-Good,', 'Goofy']",13
Kocan Kadar Konus,2015.0,103,0.0,A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.,['Kıvanç Baruönü'],"['Ezgi Mola,', 'Murat Yıldırım,', 'Gülenay Kalkan,', 'Ebru Cündübeyoğlu,', 'Eda Ece,', 'Begüm Öner,', 'Gül Arıcı,', 'Muhammet Uzuner']","['Turkish,', 'Romantic Comedies,', 'Movies Based on Books,', 'Comedies,', 'Romantic Movies']","['Goofy,', 'Romantic']",13
Ghost In Transit,2020.0,84,0.0,"Murdered by his own gang mates and framed for a crime he did not commit, a drug dealer returns as a ghost to set the record straight.",['Yasser Howaidy'],"['Bayoumi Fouad,', 'Mohammed Tharwat,', 'Asmaa Abulyazeid,', 'Mahmoud Ellisy,', 'Mahmoud Hafez,', 'Mohamed Gomaa,', 'Samy Maghawry,', 'Huda Majd,', 'Ahmed Fathy,', 'Mostafa Khater,', 'Hamdy Al-Merghany,', 'Mohamed Abdel-Rahman,', 'Ahmed Fahmy']","['Egyptian,', 'Middle Eastern Movies,', 'Comedies']","['Irreverent,', 'Goofy']",13
School Life,2019.0,112,0.0,"In one of the poorest areas of Paris, a school counselor devotes herself to working with disadvantaged students, while facing challenges of her own.","['Grand Corps Malade,', 'Mehdi Idir']","['Zita Hanrot,', 'Liam Pierron,', 'Soufiane Guerrab,', 'Ibrahim Dramé,', 'Moussa Mansaly,', 'Moryfère Camara,', 'Alban Ivanov,', 'Gaspard Gévin-Hié,', 'Antoine Reinartz,', 'Mahamadou Sangaré,', 'Redouane Bougheraba,', 'Hocine Mokando,', 'Aboudou Sacko']","['Social Issue Dramas,', 'Teen Movies,', 'French,', 'Comedies,', 'Dramas']","['Inspiring,', 'Heartfelt']",16
Jab Harry Met Sejal,2017.0,142,0.0,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.,['Imtiaz Ali'],"['Shah Rukh Khan,', 'Anushka Sharma,', 'Aru Krishansh Verma,', 'Chandan Roy Sanyal,', 'Evelyn Sharma,', 'Kavi Shastri,', 'Barbora Mudrochova,', 'Paula Donner,', 'Denis Dorokhov,', 'Martavious Gayles']","['Romantic Comedies,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies']",['Romantic'],13
Amy Schumer Growing,2019.0,142,0.0,"Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere.",['Amy Schumer'],['Amy Schumer'],"['Stand-Up Comedy,', 'Comedies']","['Provocative,', 'Raunchy']",16
Joel Kim Booster: Psychosexual,2022.0,67,0.0,"Comedian Joel Kim Booster riffs on leaked selfies, dining at P.F. Chang's, keeping secrets and why cats are better than dogs as he hits the stage in LA.",['Doron Max Hagay'],['Joel Kim Booster'],"['Stand-Up Comedy,', 'Comedies']","['Witty,', 'Irreverent']",16
